"id","uid","date","Intention to Use 1","Perceived Usefulness 4","Perceived Ease of Use 2","Trust","Sex","Age","Aviophobia","Driving Frequency","Playing Hours","VR Playing Frequency"
"3457","81fc955b22574482b2a84a0dbf99f5a0","2019-07-13 14:54:16","50","50","50","31","männlich","15","0","0","6","unter 10"
"3458","5fb10af54a3941babd1370c1c772e330","2019-07-13 14:56:39","64","100","41","50","männlich","38","0","20","0","unter 10"
"3459","f865d43989f3432ebe2f02608ea4a43e","2019-07-13 14:56:47","85","50","75","85","männlich","10","0","10","2","unter 10"
"3460","7fca196559fd451f945ae46477578330","2019-07-13 15:00:47","80","38","88","36","männlich","19","0","1","15","mehr als 10 mal"
"3461","d7984202378a4431914ac571eebe0a46","2019-07-13 15:02:51","50","15","21","26","weiblich","19","0","3","0","Ein mal"
"3462","6dc303619c614893a4b6746d054f82ae","2019-07-13 15:02:54","91","92","91","91","weiblich","46","1","8","0","unter 10"
"3463","14a91f00e1a74478bd83e152565a4e98","2019-07-13 15:04:52","75","69","75","26","männlich","69","0","45","0","Noch nie"
"3464","5523aad5eac44866aa5bc0a1676c3231","2019-07-13 15:08:05","50","75","100","100","weiblich","12","0","0","3","Ein mal"
"3465","e751a3490979458fb605e4049ce92bfe","2019-07-13 15:08:34","85","87","100","85","männlich","10","0","0","1","unter 10"
"3466","29db44b609b84fddacc53a6f6bbea9f8","2019-07-13 15:09:49","100","100","90","75","männlich","48","0","28","0","unter 10"
"3467","4789c03f48a04cba9802b0244781f973","2019-07-13 15:09:50","100","100","100","100","männlich","42","0","26","2","mehr als 10 mal"
"3468","df2498ab6c184f3eae6f4f5c58db2a13","2019-07-13 15:12:30","100","97","50","97","weiblich","41","0","23","1","unter 10"
"3469","d3bc36aa3ce040dbab0ae7534689ece9","2019-07-13 15:14:40","100","68","50","76","männlich","52","0","34","5","Noch nie"
"3470","d2032483563048a1b61b813f63f67f83","2019-07-13 15:16:02","90","92","75","82","männlich","13","0","0","14","unter 10"
"3471","2325c22c713747e1a90b107a7985455e","2019-07-13 15:19:55","100","86","80","50","weiblich","12","0","0","1","Ein mal"
"3472","c762ccd33be3483e82a226233f28c9a9","2019-07-13 15:20:29","99","50","50","100","weiblich","10","0","0","0","Noch nie"
"3473","46c188fea789491588b998f0ead01b7d","2019-07-13 15:22:13","50","10","50","6","männlich","46","0","30","1","unter 10"
"3474","e7f8db8f756545aabf1dafaf176df11e","2019-07-13 15:22:21","100","100","100","100","männlich","18","0","25","30","unter 10"
"3475","88688e546e214587be0470aee0c766f2","2019-07-13 15:24:47","50","50","22","50","weiblich","32","0","13","0","Ein mal"
"3476","d1470dd2b6034796a8d83fb9b8b1bd77","2019-07-13 15:24:49","0","0","8","17","weiblich","33","1","15","0","Ein mal"
"3477","7cfd158554ac46cf8ec80072bf132a70","2019-07-13 15:28:18","20","30","50","82","weiblich","50","0","32","0","Ein mal"
"3478","00eb97a8823c4b449fabd6065997b533","2019-07-13 15:28:56","0","0","70","100","weiblich","11","0","0","1","Noch nie"
"3479","0b5f6d671e684f3a9b4fe358f6035518","2019-07-13 15:30:59","100","100","50","50","männlich","12","0","0","10","unter 10"
"3480","b5780b795a584e7b96926172afb33856","2019-07-13 15:34:44","50","40","50","40","weiblich","41","0","22","0","unter 10"
"3481","f3e5052b99554414b3c8a95851e4200e","2019-07-13 15:37:57","100","100","68","100","weiblich","39","0","5","0","Ein mal"
"3482","478f92cd1fb549d1867087c2ae245378","2019-07-13 15:40:33","100","100","80","70","weiblich","12","0","0","0","Ein mal"
"3483","d0c4bfa7e8a1414899f8bc028b33a1f8","2019-07-13 15:41:51","35","65","56","35","männlich","10","0","0","4","unter 10"
"3484","509367a4bb2d4e52b4717ce7226d8abd","2019-07-13 15:43:44","50","79","50","50","weiblich","46","0","25","0","Ein mal"
"3485","1d3578bafe30459b8d655d40a2774ef6","2019-07-13 15:46:52","0","50","0","50","weiblich","60","0","40","0","Noch nie"
"3486","8ec1f63032f54bffa119fe9df0d7b630","2019-07-13 15:46:54","61","86","51","100","weiblich","12","0","0","21","Noch nie"
"3487","c927d717d8c74beaa3b1364a0d8337f2","2019-07-13 15:49:03","100","100","100","100","männlich","12","0","0","2","mehr als 10 mal"
"3488","e7779f003d8746908d0a1b81d0c2cf41","2019-07-13 15:54:37","60","60","50","60","weiblich","26","0","10","0","Noch nie"
"3489","de28a112978e4669a72594af6ec12580","2019-07-13 15:58:20","50","100","50","50","männlich","12","0","0","99","Noch nie"
"3490","38136e20150740fcb5c3a9bbe7bc5049","2019-07-13 16:01:09","0","0","0","0","intersex","18","1","13","15","mehr als 10 mal"
"3491","46538e6fa1924dedae295ffe570c1703","2019-07-13 16:02:50","0","0","0","0","keine Angabe","28","1","7","45","Noch nie"
"3492","dd4ad02883994e9ea69d2a9eaf2f43a4","2019-07-13 16:03:40","50","50","50","50","männlich","58","0","40","2","unter 10"
"3493","0cf357f0238640eaafd17911491ffa52","2019-07-13 16:07:52","100","100","50","50","keine Angabe","11","1","0","30","Ein mal"
"3494","0cf357f0238640eaafd17911491ffa52","2019-07-13 16:09:20","60","30","50","75","weiblich","44","0","20","1","Ein mal"
"3495","d29dae25d82f4e5ba3b2a2afa466ccc0","2019-07-13 16:11:06","100","100","100","100","weiblich","12","0","12","0","Noch nie"
"3496","16610d21c38f473dbee68584388e0d20","2019-07-13 16:13:55","10","7","17","31","weiblich","42","1","24","0","Noch nie"
"3497","da69704971eb4008861279e7197bbe59","2019-07-13 16:18:48","100","100","100","100","keine Angabe","12","0","0","30","unter 10"
"3498","87f07b88a44a42e5aedeea4f9045d463","2019-07-13 16:30:08","30","90","100","90","männlich","8","0","0","0","Noch nie"
"3499","882b6f5a6fb443e194b6074fc078953b","2019-07-13 16:34:26","100","100","100","100","männlich","12","0","20","24","Noch nie"
"3500","e80502bad2de4281ad1a5a092b3047f2","2019-07-13 16:39:26","100","100","100","50","weiblich","14","0","0","0","Ein mal"
"3501","0a0895bb8f9e4180922d5fa691483058","2019-07-13 16:44:29","20","49","80","80","weiblich","20","0","1","1","unter 10"
"3502","3670da40620e4470957eba92bd80a165","2019-07-13 16:47:41","75","25","20","65","männlich","10","0","0","1","unter 10"
"3503","15b7124d76e04fad92d05a7b6a4a7d3a","2019-07-13 16:49:22","0","50","26","13","männlich","14","1","0","1","unter 10"
"3504","de1c39f115b14bf4943c3bbfdeb6869b","2019-07-13 16:52:34","100","100","100","100","männlich","23","0","5","0","Ein mal"
"3505","27e1c8b8d2174c788b5096823f6073ba","2019-07-13 16:53:16","86","62","100","90","männlich","15","0","0","20","unter 10"
"3506","19c11ea3131345679c698fb2374f8924","2019-07-13 16:55:22","50","50","75","50","männlich","13","0","0","14","Noch nie"
"3507","4de803fed61d429b94b0eed937b4cb76","2019-07-13 16:58:26","100","100","100","100","weiblich","54","0","30","50","Ein mal"
"3508","74ca1969db1b48e0b5cdb4a70dada74a","2019-07-13 16:59:19","0","100","100","100","männlich","9","1","2","0","Noch nie"
"3509","d480372cfd5b4474aaddd59cfe20cf5c","2019-07-13 17:01:20","72","74","86","70","weiblich","63","0","40","0","Noch nie"
"3510","92383fec02b04acdb7ab5396eb62f2af","2019-07-13 17:03:13","50","50","50","63","weiblich","43","0","25","0","Noch nie"
"3511","afa7cf76e5f04a98ba95e89f65be68c9","2019-07-13 17:05:41","92","81","80","100","weiblich","31","0","14","9","unter 10"
"3512","158933534af64f5a871dd6b2c12eba40","2019-07-13 17:10:47","100","81","100","100","männlich","12","0","0","20","mehr als 10 mal"
"3513","c452ae6045794e6eb89e811a5451c81f","2019-07-13 17:14:44","100","100","100","100","männlich","12","0","3","99","Noch nie"
"3514","c577b83d31fe4f6c9395f583c79c3b54","2019-07-13 17:18:55","100","100","100","100","männlich","10","0","0","1","unter 10"
"3515","bf08e52e27c74a22b50c8ca0a27b861a","2019-07-13 17:22:19","0","6","0","0","männlich","81","0","99","99","unter 10"
"3516","fbb92b57ff1949338aa85a9cb6b80a30","2019-07-13 17:23:40","76","74","75","50","männlich","48","0","30","0","Noch nie"
"3517","cc4d2c1f0ce6492d8bb909f573bcc22c","2019-07-13 17:24:36","20","20","20","10","männlich","16","0","0","2","Noch nie"
"3518","e0b60e97ffb245c5bc6db1370059b582","2019-07-13 17:25:17","100","100","100","100","intersex","99","1","99","99","mehr als 10 mal"
"3519","e0b60e97ffb245c5bc6db1370059b582","2019-07-13 17:25:56","50","70","50","70","männlich","9","0","0","5","Noch nie"
"3520","163a7e68a6b14705a597c4bb863da54a","2019-07-13 17:27:18","40","14","62","55","weiblich","11","0","0","2","unter 10"
"3521","bb1f61f8cd784d72a81e9ef3ac384ef3","2019-07-13 17:28:33","100","57","50","100","weiblich","9","0","0","3","mehr als 10 mal"
"3522","80031b87f3a04613bedc675c1d4e8118","2019-07-13 17:29:50","100","100","100","100","keine Angabe","0","1","99","99","mehr als 10 mal"
"3523","fd98b2c4c54542f7af2a4273f2048003","2019-07-13 17:31:46","28","71","50","50","weiblich","15","0","0","7","unter 10"
"3524","3d818b6f4c9948cea55b0fe3a11abea1","2019-07-13 17:32:08","100","100","100","100","weiblich","7","1","79","1","Ein mal"
"3525","d1a25ccb8d974d39af987f5c52fe5be6","2019-07-13 17:34:52","63","50","56","100","keine Angabe","8","1","55","5","Ein mal"
"3526","8961257d6b0544abb3854de417c8f299","2019-07-13 17:35:52","90","90","45","100","männlich","10","0","0","3","unter 10"
"3527","416e30633cb04731ad97f6dc575ae235","2019-07-13 17:37:13","51","14","50","66","weiblich","9","0","0","0","Noch nie"
"3528","e5ec94119ca94bb4b67e986ea6dcdcd8","2019-07-13 17:38:29","50","75","65","82","weiblich","46","1","28","0","unter 10"
"3529","e3430c7801eb460680b1687301b8a91e","2019-07-13 17:41:15","14","100","23","38","männlich","8","0","94","99","Ein mal"
"3530","d2d0c8297ad4438d9b00e03fadc25e96","2019-07-13 17:41:59","100","76","80","30","männlich","15","0","0","7","Ein mal"
"3531","e925d55ee800462fa9929b7312279d79","2019-07-13 17:43:42","100","0","100","74","weiblich","9","0","0","0","Noch nie"
"3532","e6106c6fde6c47ab999ee0182411b1cb","2019-07-13 17:43:48","100","100","49","100","männlich","12","0","0","18","unter 10"
"3533","05a8b41de2d74e128b87b200d1c40164","2019-07-13 17:46:44","78","89","76","71","weiblich","41","0","22","0","Noch nie"
"3534","3dd073d9a8154776bff357021e9b4c3d","2019-07-13 17:46:50","100","90","100","100","männlich","8","0","0","0","Noch nie"
"3535","ce14826e5d4c474990135930c21d61e1","2019-07-13 17:49:05","50","75","50","50","männlich","41","0","25","1","Ein mal"
"3536","50f1044fddec4316b33d78e1e71410ba","2019-07-13 17:51:16","100","100","100","100","männlich","9","0","0","2","unter 10"
"3537","45b0e006714b41d88d654207c2b45d55","2019-07-13 17:51:27","100","100","100","100","männlich","11","0","0","1","Noch nie"
"3538","90514792261e4f2fbfc106cf5413e758","2019-07-13 17:54:44","80","90","60","50","männlich","52","0","34","0","unter 10"
"3539","ed3329447a2d4956b4f0564e720b4042","2019-07-13 17:57:16","76","50","63","100","weiblich","51","0","33","2","Ein mal"
"3540","fbde00018f4149c5984042ab02aadd84","2019-07-13 18:01:40","100","100","100","100","männlich","10","0","0","4","unter 10"
"3541","f35d14e9c8674308bdfa0fffe7b9c094","2019-07-13 18:03:54","100","50","100","100","intersex","11","0","99","99","mehr als 10 mal"
"3542","c4747162efe44c758ec99e63419f70eb","2019-07-13 18:05:27","84","91","83","75","männlich","17","0","0","10","Ein mal"
"3543","b2cdf87705dd4011bd67132d2204c3ba","2019-07-13 18:06:58","100","100","100","95","männlich","8","0","0","0","Ein mal"
"3544","43024bc6cbd94f87a50e40624edbead6","2019-07-13 18:08:35","50","50","50","32","männlich","9","0","0","4","Ein mal"
"3545","064aba4eec6e407bb1fae447c1341298","2019-07-13 18:10:28","76","81","75","62","männlich","20","0","5","10","Ein mal"
"3546","8e3c21ced7bb410d8cde9f03b2f435cf","2019-07-13 18:14:46","74","72","80","38","weiblich","15","0","0","4","mehr als 10 mal"
"3547","e69a0f03536c443f82ba2099fe64ac74","2019-07-13 18:15:13","100","100","100","100","männlich","9","0","0","2","unter 10"
"3548","cf204c56c54240498599e64ae91ff68b","2019-07-13 18:18:01","80","81","50","62","weiblich","16","0","0","0","unter 10"
"3549","16f0619996cd4adebdd4b7746feb9405","2019-07-13 18:25:33","50","70","31","50","weiblich","43","0","20","0","Noch nie"
"3550","632574a54edb4935a7f64239f8659085","2019-07-13 18:25:42","100","96","100","100","männlich","13","0","0","14","unter 10"
"3551","6ff202a3e8bb4214b1e0eb0dc668b3de","2019-07-13 18:31:30","23","17","17","18","weiblich","54","0","30","0","Noch nie"
"3552","fcd8abc024554a42b85a37e5d6b9b1d0","2019-07-13 18:33:59","100","100","100","100","männlich","10","0","0","4","unter 10"
"3553","036151b16d1c444dbe4ed57b6ee547df","2019-07-13 18:36:04","91","100","88","100","männlich","11","0","85","0","Noch nie"
"3554","b2453405591c4662b972b614d5b0d31a","2019-07-13 18:37:27","39","39","37","32","weiblich","58","1","40","0","Noch nie"
"3555","2e11abe23f6b42d2bec6fe6b29f389c8","2019-07-13 18:38:42","100","100","100","100","männlich","11","0","0","0","unter 10"
"3556","fbf24ffeb5e04f7a9256086647116cb4","2019-07-13 18:40:22","85","82","87","70","männlich","17","0","0","15","unter 10"
"3557","cf02318ac11c4e7da9058860236644d3","2019-07-13 18:40:22","100","95","100","100","männlich","29","0","9","0","unter 10"
"3558","786393364f97475ba4726929089905d7","2019-07-13 18:43:27","5","19","12","6","weiblich","17","0","0","5","unter 10"
"3559","48e07476ad02429983db0583bb56d37b","2019-07-13 18:43:35","40","68","35","27","weiblich","16","0","0","0","unter 10"
"3560","7ba6b65cb3cd4cc19552f195f4ab638c","2019-07-14 10:21:25","100","100","100","100","männlich","47","0","29","0","unter 10"
"3561","4935205db62e4f629e9ca75783975176","2019-07-14 10:25:44","50","50","50","70","männlich","35","0","12","1","mehr als 10 mal"
"3562","5f880bfa4a094ad6a1fc6ca00e205750","2019-07-14 10:29:00","50","50","50","86","männlich","72","0","50","0","Noch nie"
"3563","0a54eb6a0871454d95c4b00aabc367a8","2019-07-14 10:45:46","100","100","50","28","intersex","16","1","1","15","unter 10"
"3564","ac6c90692e0d43ad92a4a7199dffc29e","2019-07-14 10:48:12","75","100","100","80","männlich","15","0","0","0","Ein mal"
"3565","3ff46c03e7f844ebbb6487e41a7ccd05","2019-07-14 10:50:01","100","100","100","75","männlich","16","1","0","30","unter 10"
"3566","3b9264559bfd4c3e974d5e3952b9530d","2019-07-14 10:50:54","85","71","100","76","männlich","14","0","0","20","unter 10"
"3567","1b2b8912695c443e9dba63841b2028e8","2019-07-14 10:53:47","80","100","90","40","weiblich","13","1","0","8","unter 10"
"3568","b374e09f5e034680a688c372a1c883ed","2019-07-14 10:54:49","10","11","10","20","männlich","43","0","25","5","unter 10"
"3569","c1b68c1fb3a84ee7aaaaa03d4428f4ff","2019-07-14 10:56:26","77","76","87","69","männlich","11","0","0","18","unter 10"
"3570","41e19420e24b458083ade04320821b82","2019-07-14 11:04:17","87","100","89","89","männlich","18","0","1","0","unter 10"
"3571","de671498ed0e4d9d99eb52db8fcf74f2","2019-07-14 11:05:49","50","100","75","100","weiblich","13","1","0","0","unter 10"
"3572","a7c829511d2545ceb02f1608ed3922d9","2019-07-14 11:07:39","100","98","100","99","weiblich","69","0","40","0","Noch nie"
"3573","27ece3cbe77249eebeab2c4a8de82f60","2019-07-14 11:07:52","32","50","50","50","männlich","53","0","25","0","unter 10"
"3574","632922d771264a068bc064915bb54d50","2019-07-14 11:10:10","30","80","100","40","männlich","18","0","1","10","Ein mal"
"3575","5231164f05d54f77a9c74a515b12b9da","2019-07-14 11:12:56","82","73","100","100","weiblich","50","0","32","0","Noch nie"
"3576","21bab78adacb47fe80801bc802b6397f","2019-07-14 11:24:03","33","25","50","100","weiblich","44","1","25","0","unter 10"
"3577","b3b47c87b27449f0b7632439c135f5ca","2019-07-14 11:24:57","50","50","73","50","männlich","11","0","0","4","unter 10"
"3578","69e3a2b4b6214581993512bf932984e8","2019-07-14 11:27:55","0","50","90","90","männlich","46","0","26","0","Noch nie"
"3579","9cee0d6194a2419aa5ab9902e6ae8387","2019-07-14 11:37:50","52","46","51","80","männlich","10","0","0","7","mehr als 10 mal"
"3580","4de24e6ddee54d81b80cbcecdd065958","2019-07-14 11:42:39","100","80","70","95","männlich","12","1","0","7","Ein mal"
"3581","512f014d4fde4f7eb1824d276fcaafd1","2019-07-14 11:45:02","100","100","100","100","männlich","12","0","0","6","unter 10"
"3582","f126b2664acf49b5abc98284f18bcafa","2019-07-14 11:48:17","28","11","88","76","weiblich","44","0","24","0","Ein mal"
"3583","c4b7b1e71d4846448b263e4d855c4011","2019-07-14 11:48:40","25","99","98","93","weiblich","53","0","35","0","unter 10"
"3584","b9e54b0d89704befa715ea442281f274","2019-07-14 11:51:31","100","100","83","100","männlich","49","0","31","0","unter 10"
"3585","01c8ff2560d94ad4aa6f176de26f0d4b","2019-07-14 11:56:48","100","78","89","93","männlich","43","0","25","7","unter 10"
"3586","60c25dcb2d1341bdaf0deed8957b39ef","2019-07-14 11:57:55","79","70","75","75","männlich","10","0","0","7","Ein mal"
"3587","6dd947883b2a4e2aa438934b3e0e647c","2019-07-14 12:08:30","76","71","73","67","männlich","12","0","12","14","Ein mal"
"3588","128ae2b3a70942d4841a21c613ac8f48","2019-07-14 12:13:26","87","87","89","96","weiblich","43","0","12","0","unter 10"
"3589","b499a07fb13840c9a35772cf203cbd5b","2019-07-14 12:16:47","50","64","70","88","männlich","14","0","11","99","Noch nie"
"3590","314e3ddcf4cf4d88b9cfd71026cc3f45","2019-07-14 12:17:02","50","52","50","64","männlich","11","0","10","2","unter 10"
"3591","e67bfa75c6ca4510a4ca4f789ad0fd94","2019-07-14 12:23:24","88","0","0","27","männlich","12","0","66","7","unter 10"
"3592","14c8dc59108a438c8a851179f64b9622","2019-07-14 12:24:22","100","100","100","100","intersex","0","0","99","99","mehr als 10 mal"
"3593","d87affaa91e54d93aebacba680bc6920","2019-07-14 12:26:35","76","64","55","91","weiblich","12","0","0","5","Noch nie"
"3594","16a0e9629cde4015a1f7531d2850fd46","2019-07-14 12:27:24","50","68","50","92","weiblich","45","0","20","0","Noch nie"
"3595","c17645b2ace7427caf40173ffa81e539","2019-07-14 12:28:53","44","63","78","83","männlich","10","0","0","4","unter 10"
"3596","8733c4ba16f940c6b30a8d6aca84061a","2019-07-14 12:30:02","70","100","66","60","männlich","15","0","0","6","mehr als 10 mal"
"3597","bca2e338c4c142f28dd0b3a3dd8d9daf","2019-07-14 12:31:15","77","62","60","100","männlich","13","0","0","0","unter 10"
"3598","5fb7e9e528c9429f84bb400a900d98da","2019-07-14 12:32:42","34","64","37","72","weiblich","45","0","27","0","unter 10"
"3599","12947df93c9e4872b7498a1cee59e114","2019-07-14 12:33:16","50","97","0","23","intersex","48","1","60","90","mehr als 10 mal"
"3600","330795573bf34e628fc9fd2c0b10604e","2019-07-14 12:38:22","85","33","82","75","männlich","18","0","0","56","unter 10"
"3601","5d45aa923f4e44cd8445ab5ba4155b7a","2019-07-14 12:40:26","100","100","73","100","männlich","12","0","0","2","mehr als 10 mal"
"3602","8e784b34563146d3b9c9f6a3e5068286","2019-07-14 12:46:04","95","80","75","63","männlich","14","0","0","23","unter 10"
"3603","2ddb3c339fb04ecf836895918d11c705","2019-07-14 12:51:35","36","34","28","5","weiblich","12","0","0","3","Ein mal"
"3604","57ccd01bf9ae42f4bf2e18950f8c8188","2019-07-14 12:53:22","17","69","64","21","männlich","43","0","28","1","Noch nie"
"3605","0b5aef6d7ffa4cd589cff36959797462","2019-07-14 12:59:01","70","60","70","95","weiblich","37","0","19","10","unter 10"
"3606","794b7f7273964b6f8bf9e005a29eafed","2019-07-14 13:05:32","99","50","50","60","männlich","11","0","0","12","unter 10"
"3607","7eedeff075524f8da7672929f71fd169","2019-07-14 13:08:41","100","50","100","0","keine Angabe","9","0","9","6","mehr als 10 mal"
"3608","2c955641ed9d4376b917f2489563ae56","2019-07-14 13:09:15","9","3","12","50","männlich","50","0","35","1","unter 10"
"3609","d7eed07dea9b4611b60315a08fbdb38b","2019-07-14 13:10:04","80","75","55","60","männlich","14","0","0","6","Ein mal"
"3610","e01eb0ce24184b31b21511b1258ae43a","2019-07-14 13:12:47","60","20","61","31","männlich","11","0","2","2","Noch nie"
"3611","3703a15dfd864862bca3bb88e32932df","2019-07-14 13:14:56","100","100","100","100","männlich","14","0","0","10","unter 10"
"3612","5cc8a0014c2b43d6b2624f8c121fd510","2019-07-14 13:16:18","29","50","2","52","männlich","13","0","0","2","unter 10"
"3613","cc1198e4edb546f7827cc9c6578838f6","2019-07-14 13:18:01","50","90","57","45","männlich","12","1","0","6","unter 10"
"3614","748ae67c88294e74a9a9df9328cb5d74","2019-07-14 13:21:17","92","99","100","80","weiblich","42","0","20","3","Noch nie"
"3615","3ae919f877094848a108021506c65b1b","2019-07-14 13:21:58","100","70","90","100","männlich","14","0","0","10","unter 10"
"3616","1fdcce0bbf614a1f8d19096e4d0fb28a","2019-07-14 13:24:22","100","100","0","0","weiblich","8","1","0","5","unter 10"
"3617","1cffebab63814a199b2d09b32752c516","2019-07-14 13:26:40","42","43","40","41","weiblich","51","0","38","0","Noch nie"
"3618","8e5da0fde5d14df084b54e2b935d9820","2019-07-14 13:26:40","80","80","70","90","männlich","13","0","0","5","Ein mal"
"3619","188dc71edd5647d186965217bc08c804","2019-07-14 13:29:07","100","88","86","80","männlich","67","0","49","2","unter 10"
"3620","91f5acf5abe345968fec2b3ee89c712b","2019-07-14 13:30:21","50","100","100","50","männlich","47","0","27","2","unter 10"
"3621","946732a39fc94a5080bccfe9588d7be6","2019-07-14 13:32:32","50","95","100","68","männlich","13","0","9","3","unter 10"
"3622","48032c16ab6440e8b33332ff6ddaa46a","2019-07-14 13:38:55","75","75","75","80","männlich","25","0","0","14","mehr als 10 mal"
"3623","82f01c4888324739b84ad0c93fe72746","2019-07-14 13:41:30","17","33","23","22","weiblich","53","0","35","0","unter 10"
"3624","1e9ba938211c42b9b5a5b08e97f50986","2019-07-14 13:44:48","76","80","75","75","männlich","12","0","0","12","Noch nie"
"3625","f87c66c44bc64a2090b18d941254db41","2019-07-14 13:48:02","60","65","38","80","männlich","46","1","30","5","Noch nie"
"3626","e401ae1aa0754758a15257876032f386","2019-07-14 13:50:53","95","80","34","90","männlich","11","1","0","10","Noch nie"
"3627","e817114977104b6cb69835ef148bf2d6","2019-07-14 13:51:07","71","85","91","100","weiblich","10","0","0","2","unter 10"
"3628","3238437ad340499f9bc3bda3551b191f","2019-07-14 13:55:21","5","34","26","0","weiblich","39","0","15","0","unter 10"
"3629","7424412013524c36af64bf337043a55e","2019-07-14 13:56:34","80","70","85","76","weiblich","12","0","0","9","unter 10"
"3630","c3bc525157eb40548ad8e50034db3961","2019-07-14 13:58:47","100","100","100","100","männlich","10","0","0","1","unter 10"
"3631","10afd6fd6c7a4a13801aa3d1b5a7248c","2019-07-14 13:59:45","100","80","85","100","männlich","12","0","0","2","unter 10"
"3632","b6b593ead5784d9fabff80fb402bfd05","2019-07-14 14:00:39","50","50","50","50","männlich","80","0","2","9","unter 10"
"3633","bab3d122232a44a99cdcbab21bdf1714","2019-07-14 14:02:57","100","100","100","100","männlich","10","0","0","8","Ein mal"
"3634","387b716607324fe3a94521f58329f564","2019-07-14 14:05:09","0","35","8","27","weiblich","48","0","28","0","Noch nie"
"3635","a3b4e1a8ee174b3a89f6c85c488902bd","2019-07-14 14:08:27","0","28","100","34","männlich","12","0","0","20","unter 10"
"3636","524c188695aa4c77ba88c12ff3ae93de","2019-07-14 14:10:47","91","75","91","100","weiblich","12","0","0","2","unter 10"
"3637","7e47ef16aec24a73aa5f9cd19271d97a","2019-07-14 14:16:05","80","90","99","100","weiblich","23","0","0","5","unter 10"
"3638","f622b0b7572e47fe8ea5859cda44b24c","2019-07-14 14:19:06","16","50","19","3","weiblich","47","0","28","0","Noch nie"
"3639","929460b8a100438aa07b378990097fe1","2019-07-14 14:21:07","28","43","57","38","weiblich","27","0","9","0","Noch nie"
"3640","13d0fcb5e3924506a0625dcf14b049af","2019-07-14 14:26:23","100","100","100","98","männlich","48","0","30","0","unter 10"
"3641","3566ce4e7ae34576a96c2d81a100c4a2","2019-07-14 14:29:14","100","96","79","100","männlich","14","0","0","20","Ein mal"
"3642","2ee2f569770742289d303e38f7f73a30","2019-07-14 14:31:39","100","100","100","100","weiblich","11","0","0","10","Noch nie"
"3643","d26dfdea10ec40a383f7c3cf04ce62d6","2019-07-14 14:34:01","93","100","88","99","weiblich","51","1","34","0","Noch nie"
"3644","75f72d9a7c5440dc82fef451e2dcd05e","2019-07-14 14:36:57","50","66","84","42","weiblich","11","0","0","15","Ein mal"
"3645","4dc442be7643420d8ae8699a2eacc65c","2019-07-14 14:39:22","50","70","44","70","weiblich","19","1","2","0","Ein mal"
"3646","75d20091515f46fb8ed4b0196c16bc37","2019-07-14 14:43:15","0","100","100","0","intersex","13","0","3","99","mehr als 10 mal"
"3647","cdf14b4ace5447e5a7719ae5da6eda04","2019-07-14 14:44:14","95","86","96","92","weiblich","48","0","20","2","Noch nie"
"3648","cdf14b4ace5447e5a7719ae5da6eda04","2019-07-14 14:44:26","100","100","100","100","keine Angabe","80","0","99","99","mehr als 10 mal"
"3649","0be8b5591e5b4e9a8eda37ae21b8c3e6","2019-07-14 14:45:56","41","50","50","100","keine Angabe","15","0","0","63","Ein mal"
"3650","13e8176267dc4b69807b1c2a06afdbd9","2019-07-14 14:50:34","0","0","0","0","intersex","99","1","80","0","Noch nie"
"3651","8eb5d50d2f7344fbb5c878f7556d133f","2019-07-14 14:51:33","0","11","100","0","weiblich","1","1","88","99","mehr als 10 mal"
"3652","2059b2c6284f40afb207312498aae38a","2019-07-14 14:51:48","50","52","50","100","männlich","10","0","0","7","unter 10"
"3653","faca9878cf4c408ab58d3569991f529b","2019-07-14 14:53:39","50","39","15","14","weiblich","32","0","1","0","unter 10"
"3654","24699b5cf0a64be0aace7e6436537b0f","2019-07-14 14:54:00","40","50","75","75","weiblich","46","0","27","0","Ein mal"
"3655","e9e9544b441d45dfa941acf419179341","2019-07-14 14:56:12","90","85","65","92","weiblich","31","0","14","1","Ein mal"
"3656","d905e275671a4aaf9e2143f5ea80fbfc","2019-07-14 14:56:37","39","38","79","0","männlich","8","0","8","0","Noch nie"
"3657","dbf4278524734e1eb658b27b9a0670d2","2019-07-14 14:58:50","100","100","100","100","männlich","12","0","78","15","mehr als 10 mal"
"3658","3436d4dc600d44bfa401e66364da8ed3","2019-07-14 14:58:50","61","61","70","100","männlich","14","0","0","0","unter 10"
"3659","41749f39c1df414a9a71e5f237ce1175","2019-07-14 15:00:09","33","58","31","80","männlich","11","0","0","3","Noch nie"
"3660","a97ac720487e48a2b67c4e5fda4464de","2019-07-14 15:01:04","50","50","50","50","männlich","3","0","0","4","Noch nie"
"3661","9a87b000f5e1408fb8189f128b343dd1","2019-07-14 15:01:28","56","52","87","45","männlich","25","0","7","0","unter 10"
"3662","0a61ba042ffa42378b3f6f01e5f035ae","2019-07-14 15:03:44","50","50","95","50","keine Angabe","1","0","3","5","Ein mal"
"3663","cc2a4b9997e445fcadc8a4d7fa89881a","2019-07-14 15:07:13","50","77","100","72","männlich","8","0","0","1","Noch nie"
"3664","8bd1c011b7304c6f8c8e26827f9cbf2f","2019-07-14 15:09:00","34","25","50","75","männlich","41","0","22","0","Noch nie"
"3665","c91dbef5b6234b6bb8643a0688045141","2019-07-14 15:09:01","50","76","58","45","weiblich","10","0","0","2","Noch nie"
